timestamp	commit	toffoli	clifford	qubits	ops	correct	notes
1776320548	5b15467	10835945.000	69313458.000	3339	91097985	FAIL	2 negs instead of 4 in mod_mul_sub | CLASSICAL MISMATCH shot 0: got (0xb5fbb9391987f41e466e7f8eab053328589c5d899369bb60abd5bfb003705fd0,0xde7d905bda2b27fac91fb3e01f7a493ff1a09c666cc0435c47386704f8bc2185) exp (0x4311fd5aa261f26478f7af2b8cfc7b6515c54fcf1b20d3335a68c5471829f280,0x168fdf63a9e6f3cc68677bf14a5b8f08d7bdee598298d48ef6db1d550bd716b0)
1776320626	5b15467	10836455.000	69318013.750	3339	91105103	OK	2-neg for non-squaring, 4-neg for squaring
1776321228	4b7220b	10835947.000	69311949.797	3339	91095567	OK	add+add+neg instead of neg+sub+sub for Rx
1776329827	7c0fb82	10574827.000	66685506.609	3339	88069221	OK	Horner MSB-first for 2 zero-acc muls: no tmp, no halvings
1776331286	b77a311	9791467.000	64920965.938	3339	81406557	FAIL	narrow v_w OR chain + cshift by iter_idx | CLASSICAL MISMATCH shot 0: got (0x8ccb06a1e4910c6151ab66413d3ee4a361aee9c91d20b41d54ddad7898a0e8b1,0x22ce10aecfcf879842291c4ef56bcbdc99573acff7bed985f2289b15164b8559) exp (0x539db473430e5471ed428b5b34eec4e49aa79fcf13c081a3965297e93c32f12e,0xfe615dd9b0ea5c3f8bd0c5313e3b3cdf95ee4caf730278fbb496f05316e1b573)
1776331398	b77a311	10574827.000	66685506.609	3339	88069221	OK	v_width=n sanity check
1776331466	b77a311	10574827.000	66685506.609	3339	88069221	OK	verify revert
1776360331	b77a311	10559439.000	66600684.656	3338	87952031	OK	511 iterations (2n-1) instead of 512
1776361649	c46a010	10559439.000	66600684.656	3338	87952031	OK	final verification
1776361914	c46a010	10559439.000	66600684.656	3338	87952031	OK	kickoff baseline verify
1776362236	c46a010	10558929.000	66594703.062	3082	87943377	OK	mod_mul_sub in-place walk + square control snapshot
1776362680	da61fa9	10168269.000	65617894.625	3082	82472089	FAIL	kaliski step0 width=n-iter only (no shift narrowing) | CLASSICAL MISMATCH shot 0: got (0x3ec577582d58cac0783561939e4a03ef45c10b15f540a969fd57878397f6d5,0x83cf238a6416cd680c6fe7fa9de9f61b94852354bd75f45ca1dbdffa4486b3dc) exp (0x5d31b20a9c30887f6b765045fefffc418154c9c4d37601863801149c5b49a72f,0x838810841abdf58a76df71038880423e618d2ee76061f53fb7a5dc2ca18f61ac)
1776363025	da61fa9	10557910.000	66585167.281	3338	87928700	OK	negative-lam flow in pair1/pair2
1776363068	da61fa9	10557910.000	66584614.797	3082	87927932	OK	negative-lam flow + in-place mod_mul_add
1776365629	6df7703	10034646.000	61324614.422	3082	81866450	OK	absorb raw Kaliski scaling into lam
1776365890	ff8d569	9903574.000	60185148.062	3082	81282856	OK	reverse Horner cleanup for known products
1776365972	d7ddb51	9774546.000	58708970.625	3082	78855876	OK	reverse Horner unadd uses negated add path
1776366192	a8e042e	9118682.000	52460160.734	3082	71582676	OK	single sparse add/sub for mod double/halve
1776366492	c413d6d	9118678.000	52458320.969	3082	71580692	OK	mod_sub underflow via sparse c correction
1776366589	701ff7d	9118164.000	52454268.781	3082	71574774	OK	fuse +Qx +Qx into doubled classical add
1776368298	0bede51	8592856.000	47451466.188	3082	65751418	OK	kaliski r double/halve via fast secp256k1 path
1776368405	1254c39	8590812.000	47451847.094	3082	65749374	OK	drop dead Kaliski r[n] add path
1776368842	04dd705	8584680.000	47424267.609	3080	65714622	OK	shrink Kaliski coefficient width to n
1776371697	e6efd4c	8584680.000	47424267.609	3080	65714622	OK	session kickoff baseline check
1776372822	e6efd4c	8519655.000	46735274.000	3080	64928199	FAIL	mod_mul_sub_qq via neg+Horner-add+neg | CLASSICAL MISMATCH shot 0: got (0xa5ad297bd370ee1c0d116cdf81188ee0ca2137d0c4e6fa38ce89908b40ca9f10,0xd83baab3742002ef4882801cfaef0e487ad593210fb42a9ff8cf4cd63f7d1068) exp (0x3b92bc960845580e02fccd0de29c9dc99945093c2a06dd870c43de5fb58d31cc,0x21b26f979969204a38cef94058409033fefcf20d9150401290bf17f6afca06b7)
1776374648	e6efd4c	8583660.000	47414401.703	3080	65700386	OK	drop 4 negs around pair1 unadd, inline loop
1776375382	0340f24	8580847.000	47388317.734	3080	65666317	OK	fold dxr block into tx, drop inner negs in pair2 unadd
1776375593	23d3fa0	8515822.000	46700170.953	3080	64880662	OK	LSB-first Horner for pair1 mul: -255 halves on lam
1776375656	c7350f4	8450797.000	46012156.156	3080	64095007	OK	MSB-first Horner for pair2 unadd: -255 doubles
1776375801	c7350f4	8450544.000	46009668.594	3080	64090735	OK	fold mod_neg+mod_sub_qb into mod_add_qb+mod_neg
1776375808	c7350f4	8450544.000	46009668.594	3080	64090735	OK	fold mod_neg+mod_sub_qb into mod_add_qb+mod_neg
